0, 0, 329, 142, 125, 355, 1, 84
0, 0, 680, 0, 378, 4095, 47, 378
0, 0, 4095, 5, 417, 165, 320, 0
0, 0, 1359, 4093, 415, 0, 224, 0
0, 0, 1359, 4095, 417, 236, 48, 0
0, 0, 106, 165, 62, 127, 29, 0
4095, 4095, 10, 0, 415, 666, 39, 0
4095, 4095, 1068, 0, 3064, 697, 0, 0
3517, 343, 1522, 0, 60, 135, 3, 0
2117, 0, 741, 4095, 60, 176, 34, 0
3, 0, 1634, 4095, 418, 384, 0, 0
1520, 0, 909, 4095, 58, 2288, 79, 0
0, 0, 2356, 0, 3069, 1520, 0, 0
1046, 0, 2223, 0, 417, 4095, 0, 0
0, 0, 1825, 4095, 3065, 4095, 4095, 0
0, 0, 1825, 4095, 3065, 2047, 4095, 0
144, 0, 1825, 4095, 3055, 453, 16, 0
110, 0, 330, 65, 61, 2944, 273, 2937
0, 311, 1623, 4095, 416, 579, 155, 0
0, 0, 0, 0, 0, 83, 0, 0
52, 16, 121, 4095, 302, 130, 0, 146
167, 0, 170, 4095, 3, 288, 0, 378
9, 0, 708, 0, 60, 4095, 64, 376
44, 0, 103, 0, 1921, 204, 64, 376
0, 0, 262, 4095, 3063, 240, 0, 528
117, 0, 262, 1958, 417, 240, 0, 528
117, 67, 327, 1958, 417, 2000, 0, 528
126, 0, 1587, 4095, 416, 113, 0, 310
4095, 4095, 1587, 4095, 416, 113, 0, 376
4095, 0, 401, 4095, 416, 496, 16, 328
4095, 0, 418, 4095, 419, 1660, 101, 376
4095, 55, 135, 192, 418, 0, 27, 376
4095, 3927, 135, 192, 418, 0, 27, 376
4095, 4095, 416, 35, 378, 230, 21, 376
4095, 3547, 416, 0, 415, 28, 0, 376
4095, 227, 174, 4095, 416, 112, 5, 376
0, 48, 1701, 4095, 416, 36, 0, 377
0, 937, 325, 0, 416, 1515, 48, 375
0, 937, 325, 0, 137, 309, 48, 375
0, 937, 325, 0, 157, 2762, 118, 59
5, 0, 1993, 0, 2892, 4095, 73, 375
0, 0, 106, 118, 417, 65, 113, 375
0, 0, 171, 0, 1997, 150, 3, 376
0, 0, 417, 266, 61, 247, 0, 377
0, 0, 1550, 73, 334, 4095, 0, 376
0, 0, 1550, 174, 416, 0, 0, 306
4095, 0, 1550, 174, 416, 0, 16, 248
4095, 0, 326, 110, 416, 4095, 16, 248
4095, 40, 1980, 0, 418, 0, 147, 376
4095, 40, 1980, 1986, 418, 0, 0, 376
0, 0, 328, 115, 1958, 272, 0, 92
0, 0, 1989, 4095, 379, 688, 0, 377
4095, 0, 328, 3583, 0, 400, 0, 196
