0, 0, 0, 0, 0, 355, 0, 0
0, 0, 0, 0, 0, 355, 1, 0
0, 0, 0, 0, 0, 355, 1, 84
0, 0, 0, 142, 0, 355, 1, 84
0, 0, 0, 142, 125, 355, 1, 84
0, 0, 0, 142, 125, 355, 1, 84
0, 0, 0, 142, 125, 355, 1, 84
0, 0, 329, 142, 125, 355, 1, 84
0, 0, 329, 142, 125, 453, 1, 84
0, 0, 329, 142, 125, 453, 0, 84
0, 0, 329, 142, 125, 453, 0, 84
0, 0, 329, 9, 125, 453, 0, 84
0, 0, 329, 9, 415, 453, 0, 84
0, 0, 329, 9, 415, 92, 0, 84
0, 0, 329, 9, 415, 92, 0, 84
0, 0, 680, 0, 378, 4095, 47, 378
0, 0, 329, 0, 3082, 4095, 720, 0
0, 0, 329, 0, 3082, 4095, 720, 0
0, 0, 329, 0, 416, 4095, 720, 0
0, 0, 329, 0, 416, 4095, 720, 0
0, 0, 329, 0, 416, 4095, 720, 0
0, 0, 2000, 0, 416, 4095, 720, 0
0, 0, 2000, 0, 416, 4095, 720, 0
0, 0, 2000, 0, 416, 4095, 835, 0
0, 0, 2000, 0, 416, 4095, 835, 0
0, 0, 2000, 96, 416, 4095, 835, 0
0, 0, 2000, 96, 415, 4095, 835, 0
0, 0, 2000, 96, 415, 4095, 835, 0
0, 0, 2000, 96, 415, 4095, 548, 0
0, 0, 2000, 96, 415, 4095, 548, 0
0, 0, 2000, 0, 415, 4095, 548, 0
0, 0, 2000, 0, 417, 4095, 548, 0
0, 0, 2000, 0, 417, 4095, 548, 0
0, 0, 2000, 0, 417, 4095, 548, 0
0, 0, 328, 0, 417, 4095, 548, 0
0, 0, 328, 0, 417, 4095, 548, 0
0, 0, 328, 0, 417, 4095, 855, 0
0, 0, 328, 0, 417, 4095, 855, 0
0, 0, 328, 42, 417, 4095, 855, 0
0, 0, 328, 42, 415, 4095, 855, 0
0, 0, 328, 42, 415, 4095, 855, 0
0, 0, 328, 42, 415, 4095, 530, 0
0, 0, 328, 42, 415, 4095, 530, 0
0, 0, 4095, 5, 417, 165, 320, 0
0, 0, 4095, 5, 416, 165, 320, 0
0, 0, 4095, 5, 416, 165, 320, 0
0, 46, 4095, 5, 416, 165, 320, 0
0, 0, 1359, 4093, 415, 0, 224, 0
0, 0, 1359, 4093, 417, 0, 224, 0
0, 0, 1359, 4093, 417, 236, 224, 0
0, 0, 1359, 4093, 417, 236, 48, 0
0, 0, 1359, 4093, 417, 236, 48, 0
0, 0, 1359, 4095, 417, 236, 48, 0
0, 0, 1359, 4095, 416, 236, 48, 0
0, 0, 1359, 4095, 416, 236, 48, 0
0, 0, 1359, 4095, 416, 236, 48, 0
0, 0, 106, 4095, 62, 190, 56, 0
0, 0, 106, 4095, 62, 127, 56, 0
0, 0, 106, 4095, 62, 127, 29, 0
0, 0, 106, 4095, 62, 127, 29, 0
0, 0, 106, 165, 62, 127, 29, 0
0, 0, 106, 165, 416, 127, 29, 0
0, 0, 106, 165, 416, 224, 29, 0
0, 0, 106, 165, 416, 224, 590, 0
0, 0, 106, 165, 416, 224, 590, 0
4095, 4095, 10, 0, 415, 666, 39, 0
4095, 4095, 10, 0, 415, 666, 39, 0
4095, 4095, 10, 0, 415, 666, 39, 0
4095, 4095, 10, 0, 415, 666, 39, 0
4095, 4095, 10, 0, 415, 697, 39, 0
4095, 4095, 10, 0, 415, 697, 0, 0
4095, 4095, 10, 0, 415, 697, 0, 0
4095, 4095, 10, 0, 415, 697, 0, 0
4095, 4095, 1068, 0, 3064, 697, 0, 0
4095, 4095, 1068, 0, 3064, 176, 0, 0
4095, 4095, 1068, 0, 3064, 176, 38, 0
4095, 4095, 1068, 0, 3064, 176, 38, 0
4095, 4095, 1068, 0, 3064, 176, 38, 0
4095, 4095, 1068, 0, 3064, 176, 38, 0
4095, 4095, 2357, 0, 3064, 176, 38, 0
4095, 4095, 2357, 46, 3064, 176, 38, 0
4095, 4095, 2357, 46, 60, 176, 38, 0
4095, 4095, 2357, 46, 60, 277, 38, 0
4095, 4095, 2357, 46, 60, 277, 23, 0
4095, 4095, 2357, 46, 60, 277, 23, 0
4095, 4095, 2357, 55, 60, 277, 23, 0
3517, 343, 1522, 0, 60, 135, 3, 0
3517, 343, 2355, 0, 60, 135, 3, 0
3517, 343, 2355, 4095, 60, 135, 3, 0
3517, 343, 2355, 4095, 416, 135, 3, 0
2117, 0, 741, 4095, 60, 176, 34, 0
2117, 0, 741, 4095, 60, 256, 34, 0
2117, 0, 741, 4095, 60, 256, 235, 0
2117, 0, 741, 4095, 60, 256, 235, 0
1770, 0, 741, 4095, 60, 256, 235, 0
1770, 17, 741, 4095, 60, 256, 235, 0
1770, 17, 275, 4095, 60, 256, 235, 0
1770, 17, 275, 4095, 60, 256, 235, 0
1770, 17, 275, 4095, 60, 256, 235, 0
1770, 17, 275, 4095, 60, 177, 235, 0
1770, 17, 275, 4095, 60, 177, 7, 0
1770, 17, 275, 4095, 60, 177, 7, 0
1770, 17, 275, 4095, 60, 177, 7, 0
1770, 17, 275, 4095, 3073, 177, 7, 0
1770, 17, 275, 4095, 3073, 896, 7, 0
1770, 17, 275, 4095, 3073, 896, 79, 0
1770, 17, 275, 4095, 3073, 896, 79, 0
1465, 17, 275, 4095, 3073, 896, 79, 0
1465, 0, 275, 4095, 3073, 896, 79, 0
1465, 0, 1634, 4095, 3073, 896, 79, 0
1465, 0, 1634, 4095, 3073, 896, 79, 0
1465, 0, 1634, 4095, 417, 896, 79, 0
1465, 0, 1634, 4095, 417, 177, 79, 0
1465, 0, 1634, 4095, 417, 177, 34, 0
1465, 0, 1634, 4095, 417, 177, 34, 0
1465, 0, 1634, 4095, 417, 177, 34, 0
1465, 0, 1634, 4095, 418, 177, 34, 0
1465, 0, 1634, 4095, 418, 384, 34, 0
1465, 0, 1634, 4095, 418, 384, 0, 0
1465, 0, 1634, 4095, 418, 384, 0, 0
3, 0, 1634, 4095, 418, 384, 0, 0
3, 0, 1634, 4095, 418, 384, 0, 0
3, 0, 1995, 4095, 418, 384, 0, 0
3, 0, 1995, 4095, 418, 384, 0, 0
3, 0, 1995, 4095, 59, 384, 0, 0
3, 0, 1995, 4095, 59, 633, 0, 0
3, 0, 1995, 4095, 59, 633, 34, 0
3, 0, 1995, 4095, 59, 633, 34, 0
1520, 0, 909, 4095, 58, 2288, 79, 0
1520, 0, 909, 4095, 416, 2288, 79, 0
1520, 0, 909, 4095, 416, 1056, 79, 0
1520, 0, 909, 4095, 416, 1056, 0, 0
1520, 0, 909, 4095, 416, 1056, 0, 0
1520, 0, 909, 4095, 416, 1056, 0, 0
1520, 0, 909, 4095, 59, 1056, 0, 0
1520, 0, 909, 4095, 59, 1007, 0, 0
1520, 0, 909, 4095, 59, 1007, 54, 0
1520, 0, 909, 4095, 59, 1007, 54, 0
623, 0, 909, 4095, 59, 1007, 54, 0
623, 0, 909, 4095, 59, 1007, 54, 0
623, 0, 909, 4095, 3050, 1007, 54, 0
623, 0, 909, 4095, 3050, 915, 54, 0
623, 0, 909, 4095, 3050, 915, 74, 0
623, 0, 909, 4095, 3050, 915, 74, 0
623, 0, 909, 4095, 3050, 915, 74, 0
623, 0, 909, 4095, 3050, 655, 74, 0
623, 0, 909, 4095, 3050, 655, 48, 0
623, 0, 909, 4095, 3050, 655, 48, 0
623, 0, 909, 4095, 415, 655, 48, 0
623, 0, 909, 4095, 415, 655, 48, 0
623, 0, 1033, 4095, 415, 655, 48, 0
365, 0, 1033, 4095, 415, 655, 48, 0
365, 0, 1033, 4095, 415, 655, 48, 0
365, 0, 165, 4095, 415, 655, 48, 0
365, 0, 165, 4095, 415, 655, 48, 0
365, 0, 165, 4095, 415, 655, 48, 0
365, 0, 165, 4095, 415, 505, 48, 0
365, 0, 165, 4095, 415, 505, 25, 0
365, 0, 165, 4095, 415, 505, 25, 0
365, 0, 165, 4095, 415, 505, 25, 0
365, 0, 165, 4095, 416, 505, 25, 0
275, 0, 165, 4095, 416, 505, 25, 0
275, 0, 165, 4095, 416, 505, 25, 0
275, 0, 251, 4095, 416, 505, 25, 0
275, 0, 251, 4095, 416, 463, 25, 0
275, 0, 251, 4095, 416, 463, 59, 0
275, 0, 251, 4095, 416, 463, 59, 0
275, 0, 251, 4095, 416, 336, 59, 0
275, 0, 251, 4095, 416, 336, 60, 0
275, 0, 251, 4095, 416, 336, 60, 0
275, 0, 251, 4095, 416, 336, 60, 0
275, 0, 251, 4095, 416, 336, 60, 0
0, 0, 2356, 0, 3069, 1520, 0, 0
0, 0, 2356, 0, 417, 1520, 0, 0
1046, 0, 2356, 0, 417, 1520, 0, 0
1046, 0, 2356, 0, 417, 1520, 0, 0
1046, 0, 2223, 0, 417, 1520, 0, 0
1046, 0, 2223, 0, 417, 4095, 0, 0
1046, 0, 2223, 0, 417, 4095, 146, 0
1046, 0, 2223, 0, 417, 4095, 146, 0
1046, 0, 2223, 0, 417, 4095, 146, 0
1046, 0, 2223, 0, 417, 4095, 146, 0
1046, 0, 2223, 182, 417, 4095, 146, 0
1046, 0, 2223, 182, 63, 4095, 146, 0
1046, 0, 2223, 182, 63, 4095, 146, 0
1046, 0, 2223, 182, 63, 4095, 262, 0
1046, 0, 2223, 182, 63, 4095, 262, 0
